Date,Dividend,Price,Dividend Count,Annualized Yield (%)
2007-12-14,0.447,51.09999847412109,4,3.5
2008-03-25,0.371,47.16999816894531,4,3.15
2008-06-24,0.371,42.81999969482422,4,3.47
2008-09-24,0.371,41.959999084472656,4,3.54
2008-12-22,0.33,33.599998474121094,4,3.93
2009-03-25,0.31,27.3799991607666,4,4.53
2009-06-24,0.28,31.559999465942383,4,3.55
2009-09-24,0.257,36.720001220703125,4,2.8
2009-12-22,0.321,38.0,4,3.38
2010-03-25,0.229,39.58000183105469,4,2.31
2010-06-24,0.273,35.220001220703125,4,3.1
2010-09-24,0.276,38.959999084472656,4,2.83
2010-12-22,0.313,42.220001220703125,4,2.97
2011-03-25,0.31,44.33000183105469,4,2.8
2011-06-24,0.335,44.9900016784668,4,2.98
2011-09-23,0.307,40.41999816894531,4,3.04
2012-12-20,0.492,49.380001068115234,4,3.99
2013-09-23,0.437,57.4900016784668,4,3.04
2013-12-20,0.532,62.31999969482422,4,3.41
2014-03-24,0.401,63.119998931884766,4,2.54
2014-06-23,0.476,66.31999969482422,4,2.87
2014-09-22,0.469,66.41000366210938,4,2.82
2014-12-18,0.562,68.75,4,3.27
2015-03-23,0.462,68.30000305175781,4,2.71
2015-06-26,0.56,67.31999969482422,4,3.33
2015-09-23,0.528,62.650001525878906,4,3.37
2015-12-21,0.599,66.75,4,3.59
2016-03-15,0.478,69.04000091552734,4,2.77
2016-06-21,0.578,71.45999908447266,4,3.24
2016-09-13,0.483,72.13999938964844,4,2.68
2017-03-22,0.56,77.6500015258789,4,2.88
2017-06-23,0.596,78.16000366210938,4,3.05
2018-12-24,0.739,77.98999786376953,4,3.79
2019-09-24,0.786,88.7300033569336,4,3.54
2019-12-23,0.779,93.70999908447266,4,3.33
2020-03-10,0.554,70.75,4,3.13
2020-06-22,0.837,78.77999877929688,4,4.25
2020-09-21,0.705,80.93000030517578,4,3.48
2020-12-21,0.81,91.51000213623048,4,3.54
2021-03-22,0.656,101.08999633789062,4,2.6
2021-06-21,0.752,104.7699966430664,4,2.87
2021-09-20,0.749,103.3499984741211,4,2.9
2021-12-20,0.939,112.11000061035156,4,3.35
2022-03-21,0.662,112.25,4,2.36
2022-06-21,0.848,101.6999969482422,4,3.34
2022-09-19,0.767,94.87999725341795,4,3.23
2023-03-20,0.717,105.5,4,2.72
2023-06-20,0.877,106.06999969482422,4,3.31
2024-09-20,0.851,128.1999969482422,4,2.66
2024-12-20,0.964,127.58999633789062,4,3.02
2025-03-21,0.85,128.9600067138672,4,2.64
