Date,Dividend,Price,Dividend Count,Annualized Yield (%)
2014-01-22,0.257,25.1299991607666,1,1.02
2014-02-26,0.193,25.799999237060547,2,1.5
2014-03-26,0.193,25.190000534057617,3,2.3
2014-04-23,0.263,24.739999771118164,4,4.25
2014-06-25,0.213,25.15999984741211,6,5.08
2014-07-23,0.209,24.96999931335449,7,5.86
2014-09-24,0.195,24.809999465942383,9,7.07
2014-10-22,0.241,24.06999969482422,10,10.01
2014-12-24,0.144,24.01000022888184,11,6.6
2015-03-25,0.16,23.479999542236328,10,6.81
2015-04-22,0.153,23.56999969482422,10,6.49
2015-06-24,0.15,23.21999931335449,10,6.46
2015-07-22,0.152,23.82699966430664,10,6.38
2015-08-26,0.204,22.0,10,9.27
2015-09-23,0.222,22.229999542236328,10,9.99
2015-11-25,0.181,23.56999969482422,11,8.45
2015-12-23,0.215,23.40800094604492,11,10.1
2016-02-24,0.22,21.94499969482422,11,11.03
2016-05-25,0.171,21.770000457763672,10,7.85
2016-06-22,0.202,21.71999931335449,10,9.3
2016-08-24,0.13,21.900999069213867,10,5.94
2016-09-21,0.194,22.155000686645508,10,8.76
2016-10-26,0.149,22.149999618530277,10,6.73
2016-11-23,0.162,22.309999465942383,10,7.26
2017-01-25,0.128,22.899999618530277,11,6.15
2017-02-22,0.1,23.06999969482422,11,4.77
2017-03-22,0.123,23.25,12,6.35
2017-05-24,0.126,23.75,12,6.37
2017-06-21,0.221,23.63999938964844,12,11.22
2017-07-26,0.159,23.81999969482422,12,8.01
2017-08-23,0.203,23.93000030517578,12,10.18
2017-11-22,0.132,24.399999618530277,11,5.95
2018-01-24,0.25,24.857999801635746,11,11.06
2018-02-21,0.249,24.90999984741211,11,11.0
2018-04-25,0.234,23.959999084472656,11,10.74
2018-05-23,0.216,24.56999969482422,11,9.67
2018-07-25,0.181,24.530000686645508,11,8.12
2018-08-22,0.226,25.149999618530277,11,9.88
2018-10-24,0.247,23.520000457763672,12,12.6
2018-11-21,0.225,23.32999992370605,12,11.57
2018-12-28,0.172,21.309999465942383,12,9.69
2019-01-23,0.217,22.06999969482422,12,11.8
2019-02-20,0.185,22.40999984741211,12,9.91
2019-04-24,0.179,22.899999618530277,12,9.38
2019-05-22,0.211,21.690000534057617,12,11.67
2019-07-24,0.171,23.18000030517578,12,8.85
2019-09-25,0.175,22.600000381469727,12,9.29
2019-10-23,0.177,23.1299991607666,12,9.18
2019-12-30,0.165,23.61000061035156,12,8.39
2020-01-21,0.199,23.51000022888184,12,10.16
2020-03-23,0.181,19.270000457763672,12,11.27
2020-04-20,0.199,20.06999969482422,12,11.9
2020-06-22,0.209,21.0,12,11.94
2020-07-20,0.214,21.57999992370605,12,11.9
2020-08-24,0.22,22.13999938964844,12,11.92
2020-09-21,0.212,21.559999465942383,12,11.8
2020-11-23,0.223,22.540000915527344,12,11.87
2020-12-30,0.23,22.799999237060547,12,12.11
2021-03-22,0.224,22.56999969482422,12,11.91
2021-04-19,0.228,22.57999992370605,12,12.12
2021-06-21,0.194,22.43000030517578,12,10.38
2021-08-23,0.188,23.020000457763672,12,9.8
2021-09-20,0.19,22.059999465942383,12,10.34
2021-11-22,0.225,22.51000022888184,12,11.99
2021-12-30,0.499,22.190000534057617,12,26.99
2022-01-24,0.203,20.770000457763672,12,11.73
2022-02-22,0.202,20.1200008392334,12,12.05
2022-03-21,0.21,20.96999931335449,12,12.02
2022-05-23,0.179,18.030000686645508,12,11.91
2022-06-21,0.174,17.469999313354492,12,11.95
2022-08-22,0.181,17.059999465942383,12,12.73
2022-09-19,0.165,15.65999984741211,12,12.64
2022-10-24,0.163,16.139999389648438,12,12.12
2022-11-21,0.165,16.579999923706055,12,11.94
2023-01-23,0.17,16.8799991607666,12,12.09
2023-02-21,0.167,16.399999618530273,12,12.22
2023-03-20,0.169,17.149999618530273,12,11.83
2023-05-22,0.168,17.639999389648438,12,11.43
2023-06-20,0.177,17.75,12,11.97
2023-07-24,0.18,18.030000686645508,12,11.98
2023-08-21,0.173,17.469999313354492,12,11.88
2023-10-23,0.167,16.610000610351562,12,12.07
2023-11-20,0.161,17.049999237060547,12,11.33
2024-01-22,0.179,17.6200008392334,12,12.19
2024-02-20,0.177,17.860000610351562,12,11.89
2024-04-22,0.172,17.40999984741211,12,11.86
2024-05-20,0.163,17.510000228881836,12,11.17
2024-07-22,0.177,17.56999969482422,12,12.09
2024-09-23,0.181,18.040000915527344,12,12.04
2024-10-21,0.183,17.969999313354492,12,12.22
2024-12-30,0.339,18.21999931335449,12,22.33
2025-01-21,0.188,18.46999931335449,12,12.21
2025-02-24,0.165,17.940000534057617,12,11.04
2025-03-24,0.17,16.6299991607666,12,12.27
